Date,Aula,Humidity,Distance,min_humidity,max_humidity,Color
2023-01-02 18:00:00,A-12,58.5,3.21153846153846,30,60,Comfort
2023-01-02 18:00:00,A-11,58.5,3.21153846153846,30,60,Comfort
2023-01-02 18:00:00,A-33,49.0,6.28846153846154,30,60,Comfort
2023-01-02 19:00:00,A-62,56.0,0.0576923076923066,30,60,Comfort
2023-01-02 19:00:00,A-56,56.0,0.0576923076923066,30,60,Comfort
2023-01-02 19:00:00,A-36,58.0,2.0576923076923066,30,60,Comfort
2023-01-02 19:00:00,A-12,59.5,3.5576923076923066,30,60,Comfort
2023-01-02 19:00:00,A-11,59.5,3.5576923076923066,30,60,Comfort
2023-01-02 19:00:00,A-32,61.0,5.057692307692307,30,60,Too humid
2023-01-02 19:00:00,A-33,49.0,6.942307692307693,30,60,Comfort
2023-01-02 20:00:00,A-51,57.5,0.0769230769230802,30,60,Comfort
2023-01-02 20:00:00,A-31,57.5,0.0769230769230802,30,60,Comfort
2023-01-02 20:00:00,A-44,55.0,2.42307692307692,30,60,Comfort
2023-01-02 20:00:00,A-12,62.5,5.07692307692308,30,60,Too humid
2023-01-02 20:00:00,A-11,62.5,5.07692307692308,30,60,Too humid
2023-01-02 20:00:00,A-32,64.5,7.07692307692308,30,60,Too humid
2023-01-02 20:00:00,A-33,49.0,8.42307692307692,30,60,Comfort
2023-01-02 21:00:00,A-36,58.5,0.2307692307692335,30,60,Comfort
2023-01-02 21:00:00,A-23,58.5,0.2307692307692335,30,60,Comfort
2023-01-02 21:00:00,A-13,61.5,2.7692307692307665,30,60,Too humid
2023-01-02 21:00:00,A-12,64.5,5.7692307692307665,30,60,Too humid
2023-01-02 21:00:00,A-11,64.5,5.7692307692307665,30,60,Too humid
2023-01-02 21:00:00,A-32,66.5,7.7692307692307665,30,60,Too humid
2023-01-02 21:00:00,A-33,49.0,9.730769230769234,30,60,Comfort
2023-01-02 22:00:00,A-51,59.5,0.2115384615384599,30,60,Comfort
2023-01-02 22:00:00,A-23,59.5,0.2115384615384599,30,60,Comfort
2023-01-02 22:00:00,A-13,63.0,3.28846153846154,30,60,Too humid
2023-01-02 22:00:00,A-12,66.0,6.28846153846154,30,60,Too humid
2023-01-02 22:00:00,A-11,66.0,6.28846153846154,30,60,Too humid
2023-01-02 22:00:00,A-32,66.5,6.78846153846154,30,60,Too humid
2023-01-02 22:00:00,A-33,49.0,10.71153846153846,30,60,Comfort
2023-01-02 23:00:00,A-61,59.5,0.1346153846153868,30,60,Comfort
2023-01-02 23:00:00,A-23,60.0,0.3653846153846132,30,60,Comfort
2023-01-02 23:00:00,A-13,63.0,3.365384615384613,30,60,Too humid
2023-01-02 23:00:00,A-32,64.5,4.865384615384613,30,60,Too humid
2023-01-02 23:00:00,A-12,65.5,5.865384615384613,30,60,Too humid
2023-01-02 23:00:00,A-11,66.0,6.365384615384613,30,60,Too humid
2023-01-02 23:00:00,A-33,49.0,10.634615384615387,30,60,Comfort
2023-01-03 00:00:00,A-23,60.0,0.4615384615384599,30,60,Comfort
2023-01-03 00:00:00,A-31,60.0,0.4615384615384599,30,60,Comfort
2023-01-03 00:00:00,A-13,62.5,2.96153846153846,30,60,Too humid
2023-01-03 00:00:00,A-32,64.0,4.46153846153846,30,60,Too humid
2023-01-03 00:00:00,A-12,65.0,5.46153846153846,30,60,Too humid
2023-01-03 00:00:00,A-11,65.0,5.46153846153846,30,60,Too humid
2023-01-03 00:00:00,A-33,49.0,10.53846153846154,30,60,Comfort
2023-01-03 01:00:00,A-56,59.5,0.0833333333333357,30,60,Comfort
2023-01-03 01:00:00,A-31,59.5,0.0833333333333357,30,60,Comfort
2023-01-03 01:00:00,A-13,62.0,2.5833333333333357,30,60,Too humid
2023-01-03 01:00:00,A-32,63.333333333333336,3.9166666666666714,30,60,Too humid
2023-01-03 01:00:00,A-12,64.0,4.583333333333336,30,60,Too humid
2023-01-03 01:00:00,A-11,65.0,5.583333333333336,30,60,Too humid
2023-01-03 01:00:00,A-33,49.0,10.416666666666664,30,60,Comfort
2023-01-03 02:00:00,A-31,59.5,0.1923076923076934,30,60,Comfort
2023-01-03 02:00:00,A-62,59.0,0.3076923076923066,30,60,Comfort
2023-01-03 02:00:00,A-14,62.0,2.6923076923076934,30,60,Too humid
2023-01-03 02:00:00,A-13,62.0,2.6923076923076934,30,60,Too humid
2023-01-03 02:00:00,A-12,64.0,4.692307692307693,30,60,Too humid
2023-01-03 02:00:00,A-11,64.5,5.192307692307693,30,60,Too humid
2023-01-03 02:00:00,A-33,49.0,10.307692307692307,30,60,Comfort
2023-01-03 03:00:00,A-62,59.0,0.019230769230766498,30,60,Comfort
2023-01-03 03:00:00,A-51,59.0,0.019230769230766498,30,60,Comfort
